item,truth
503,0
504,1
505,1
506,2
507,2
508,3
509,3
510,0
511,0
512,0
513,2
514,1
515,3
516,3
517,2
518,2
519,0
520,0
521,2
522,0
523,3
524,1
525,0
526,3
527,3
528,2
529,3
530,3
531,3
532,3
533,0
534,3
535,1
536,3
537,3
538,1
539,3
540,2
541,2
542,0
543,0
544,1
545,2
546,3
547,2
548,2
549,2
550,0
551,0
552,2
553,2
554,2
555,2
556,3
557,3
558,1
559,1
560,1
561,1
562,0
563,2
564,2
565,3
566,1
567,2
568,2
569,2
570,2
571,1
572,3
573,0
574,3
575,0
576,2
577,3
578,2
579,3
580,2
581,1
582,3
583,3
584,2
585,0
586,1
587,1
588,1
589,0
590,1
591,2
592,1
593,0
594,3
595,1
596,2
597,2
598,0
599,1
600,1
601,2
602,3
603,3
604,2
605,1
606,0
607,1
608,0
609,1
610,3
611,0
612,0
613,2
614,0
615,0
616,2
617,1
618,1
619,0
620,0
621,2
622,0
623,1
624,2
625,3
626,2
627,0
628,2
629,3
630,2
631,3
632,3
633,0
634,3
635,3
636,1
637,2
638,3
639,0
640,2
641,0
642,1
643,1
644,2
645,3
646,0
647,2
648,3
649,2
650,3
651,0
652,3
653,1
654,0
655,3
656,3
657,3
658,3
659,2
660,1
661,2
662,1
663,2
664,1
665,0
666,0
667,3
668,2
669,2
670,2
671,1
672,0
673,3
674,3
675,2
676,1
677,3
678,0
679,3
680,0
681,1
682,2
683,0
684,1
685,0
686,3
687,3
688,3
689,3
690,3
691,0
692,0
693,3
694,3
695,0
696,2
697,0
698,0
699,2
700,2
701,3
702,0
703,3
704,2
705,0
706,2
707,3
708,1
709,3
710,1
711,3
712,3
713,1
714,3
715,1
716,3
717,2
718,0
719,1
720,2
721,1
722,0
723,2
724,2
725,3
726,3
727,0
728,1
729,2
730,3
731,3
732,0
733,0
734,2
735,2
736,1
737,3
738,2
739,1
740,0
741,2
742,3
743,2
744,3
745,3
746,1
747,0
748,2
749,1
750,0
751,0
752,0
753,0
754,3
755,0
756,1
757,3
758,1
759,1
760,2
761,3
762,1
763,2
764,2
765,0
766,1
767,2
768,3
769,3
770,2
771,1
772,3
773,0
774,2
775,1
776,3
777,1
778,1
779,2
780,1
781,2
782,2
783,3
784,0
785,0
786,1
787,2
788,3
789,0
790,3
791,3
792,2
793,3
794,1
795,3
796,3
797,0
798,2
799,3
800,2
801,1
802,2
803,2
804,2
805,3
806,0
