item,truth
1040,0
1043,0
1041,0
1042,0
1044,0
1949,1
1948,0
1947,0
1946,0
1945,0
22,1
23,0
24,0
20,0
21,0
1179,0
1176,0
1175,0
1178,0
1177,0
1989,0
1985,0
1988,0
1987,0
1986,0
1928,1
1927,0
1926,0
1929,0
1925,0
1049,1
1047,0
1048,0
1045,0
1046,0
1296,1
1298,1
1297,0
1299,0
1295,0
1906,1
1908,1
1909,0
1907,0
1905,0
443,0
441,0
444,0
442,0
440,0
1877,1
1879,1
1875,0
1878,0
1876,0
1333,1
1334,0
1332,0
1330,0
1331,0
2035,1
2037,0
2038,0
2039,0
2036,0
476,1
477,1
478,0
479,0
475,0
1317,1
1319,1
1318,0
1316,0
1315,0
1796,1
1798,1
1797,0
1799,0
1795,0
1592,0
1593,0
1594,0
1590,0
1591,0
43,0
42,0
44,0
40,0
41,0
303,0
304,0
302,0
300,0
301,0
1067,0
1068,0
1066,0
1069,0
1065,0
484,0
482,0
483,0
481,0
480,0
771,0
774,0
773,0
770,0
772,0
474,0
470,0
472,0
473,0
471,0
671,1
673,1
674,0
672,0
670,0
1222,1
1224,1
1223,0
1221,0
1220,0
9,1
7,0
8,0
5,0
6,0
820,1
822,1
824,0
821,0
823,0
829,0
825,0
826,0
827,0
828,0
13,0
12,0
10,0
14,0
11,0
1341,1
1342,1
1344,0
1343,0
1340,0
1467,0
1469,0
1468,0
1466,0
1465,0
622,1
624,0
621,0
623,0
620,0
1587,1
1585,1
1588,0
1586,0
1589,0
768,1
766,1
769,0
767,0
765,0
606,1
607,1
609,0
608,0
605,0
1073,0
1071,0
1074,0
1072,0
1070,0
1059,0
1056,0
1058,0
1057,0
1055,0
1686,1
1687,0
1688,0
1689,0
1685,0
1924,0
1923,0
1920,0
1921,0
1922,0
684,1
683,1
682,0
680,0
681,0
183,1
184,1
185,0
181,0
182,0
1225,1
1226,1
1227,0
1229,0
1228,0
1245,0
1249,0
1248,0
1247,0
1246,0
2,1
0,1
4,0
1,0
3,0
244,0
240,0
243,0
241,0
242,0
1488,0
1487,0
1489,0
1486,0
1485,0
1034,0
1030,0
1031,0
1032,0
1033,0
424,0
420,0
421,0
423,0
422,0
985,1
989,0
988,0
986,0
987,0
1736,1
1737,0
1738,0
1739,0
1735,0
1474,0
1471,0
1472,0
1473,0
1470,0
1480,1
1483,0
1481,0
1482,0
1484,0
288,0
289,0
287,0
286,0
285,0
69,0
67,0
68,0
65,0
66,0
348,1
345,0
347,0
349,0
346,0
1561,0
1562,0
1563,0
1564,0
1560,0
463,0
464,0
462,0
460,0
461,0
982,1
981,1
980,0
984,0
983,0
979,1
976,1
977,0
978,0
975,0
1606,0
1609,0
1608,0
1605,0
1607,0
1725,1
1726,1
1729,0
1728,0
1727,0
1214,1
1213,1
1212,0
1210,0
1211,0
1101,1
1103,1
1100,1
1102,0
1104,0
275,1
278,0
279,0
276,0
277,0
306,1
309,0
305,0
308,0
307,0
1443,1
1442,0
1440,0
1441,0
1444,0
1477,1
1478,1
1479,0
1476,0
1475,0
922,1
921,1
924,0
923,0
920,0
1106,1
1108,1
1109,0
1105,0
1107,0
1613,1
1612,1
1614,0
1610,0
1611,0
1625,1
1626,1
1629,0
1627,0
1628,0
852,1
851,1
854,0
853,0
850,0
839,1
837,0
838,0
835,0
836,0
1512,1
1511,0
1514,0
1513,0
1510,0
1663,0
1660,0
1661,0
1664,0
1662,0
1895,1
1896,1
1898,1
1899,0
1897,0
1557,1
1558,1
1559,0
1555,0
1556,0
1408,0
1406,0
1409,0
1407,0
1405,0
926,1
927,1
929,1
928,0
925,0
991,1
992,1
994,0
993,0
990,0
1379,0
1377,0
1378,0
1376,0
1375,0
1263,0
1261,0
1262,0
1264,0
1260,0
1458,1
1456,1
1459,0
1457,0
1455,0
1173,1
1174,1
1172,0
1170,0
1171,0
1234,0
1232,0
1233,0
1231,0
1230,0
812,0
813,0
810,0
814,0
811,0
650,1
651,1
652,0
653,0
654,0
1053,1
1052,0
1051,0
1054,0
1050,0
1873,1
1874,0
1870,0
1871,0
1872,0
234,1
232,0
230,0
233,0
231,0
432,0
434,0
431,0
433,0
430,0
868,0
865,0
867,0
866,0
869,0
1326,1
1327,1
1328,0
1329,0
1325,0
1698,0
1695,0
1699,0
1697,0
1696,0
954,0
952,0
953,0
951,0
950,0
1336,1
1337,0
1335,0
1339,0
1338,0
849,0
846,0
845,0
848,0
847,0
1954,0
1952,0
1953,0
1951,0
1950,0
1755,1
1757,1
1756,0
1759,0
1758,0
564,0
561,0
560,0
563,0
562,0
248,1
245,1
249,0
246,0
247,0
1746,1
1748,0
1745,0
1747,0
1749,0
939,0
936,0
938,0
937,0
935,0
1690,1
1693,1
1694,0
1691,0
1692,0
1649,1
1648,0
1647,0
1645,0
1646,0
1779,1
1778,0
1777,0
1775,0
1776,0
1998,1
1996,1
1997,0
1995,0
1999,0
1287,1
1288,1
1289,0
1285,0
1286,0
1431,1
1434,1
1432,0
1433,0
1430,0
1357,0
1358,0
1359,0
1355,0
1356,0
1293,1
1294,1
1290,0
1291,0
1292,0
699,1
697,1
698,0
690,0
691,0
1007,0
1006,0
1005,0
1008,0
1009,0
903,1
902,0
900,0
904,0
901,0
728,0
725,0
729,0
726,0
727,0
798,1
797,1
799,0
795,0
796,0
701,1
702,1
703,1
704,0
700,0
1824,0
1820,0
1821,0
1822,0
1823,0
1620,1
1622,1
1621,0
1624,0
1623,0
256,1
258,1
255,1
259,0
257,0
1863,1
1861,1
1864,0
1862,0
1860,0
1391,1
1394,0
1393,0
1390,0
1392,0
1734,0
1731,0
1733,0
1732,0
1730,0
1604,0
1602,0
1601,0
1603,0
1600,0
1794,0
1792,0
1793,0
1790,0
1791,0
694,0
696,0
695,0
692,0
693,0
996,1
997,1
999,0
998,0
995,0
1764,1
1761,1
1762,0
1760,0
1763,0
2010,1
2014,0
2012,0
2013,0
2011,0
1301,1
1304,1
1302,0
1303,0
1300,0
1868,0
1867,0
1869,0
1865,0
1866,0
1197,0
1198,0
1196,0
1199,0
1195,0
311,1
314,0
312,0
313,0
310,0
1081,0
1082,0
1083,0
1084,0
1080,0
1150,1
1152,1
1151,0
1154,0
1153,0
1752,0
1754,0
1753,0
1750,0
1751,0
321,1
322,1
324,0
323,0
320,0
1206,1
1207,0
1209,0
1208,0
1205,0
292,1
294,1
293,0
290,0
291,0
108,0
107,0
109,0
105,0
106,0
1036,0
1037,0
1038,0
1039,0
1035,0
2032,0
2030,0
2031,0
2033,0
2034,0
261,1
263,1
262,0
264,0
260,0
1642,1
1643,1
1644,0
1640,0
1641,0
604,0
601,0
600,0
603,0
602,0
141,1
143,0
144,0
142,0
140,0
730,1
732,1
734,0
731,0
733,0
326,1
328,1
325,1
327,0
329,0
1518,0
1519,0
1516,0
1515,0
1517,0
392,0
394,0
393,0
390,0
391,0
268,0
265,0
267,0
269,0
266,0
1521,1
1524,0
1523,0
1522,0
1520,0
372,1
374,0
371,0
373,0
370,0
1268,1
1267,1
1269,0
1265,0
1266,0
253,1
254,0
252,0
250,0
251,0
740,1
743,1
744,1
741,0
742,0
1943,0
1941,0
1944,0
1942,0
1940,0
237,1
239,0
236,0
238,0
235,0
331,1
333,1
330,0
334,0
332,0
136,1
137,0
138,0
139,0
135,0
647,1
645,0
649,0
648,0
646,0
1704,0
1703,0
1701,0
1702,0
1700,0
1707,0
1709,0
1708,0
1705,0
1706,0
1677,1
1678,0
1679,0
1675,0
1676,0
964,0
962,0
963,0
960,0
961,0
1201,1
1202,1
1204,1
1200,0
1203,0
2006,1
2009,0
2007,0
2008,0
2005,0
679,0
676,0
677,0
675,0
678,0
1531,1
1533,1
1532,0
1534,0
1530,0
1312,0
1314,0
1313,0
1310,0
1311,0
1061,1
1063,1
1064,0
1060,0
1062,0
1353,1
1354,1
1350,0
1351,0
1352,0
1740,1
1743,1
1744,0
1741,0
1742,0
1369,0
1367,0
1368,0
1365,0
1366,0
973,0
974,0
970,0
971,0
972,0
1120,0
1122,0
1123,0
1124,0
1121,0
1144,0
1142,0
1143,0
1140,0
1141,0
103,0
100,0
101,0
102,0
104,0
487,1
486,0
488,0
489,0
485,0
1633,0
1632,0
1634,0
1630,0
1631,0
1784,0
1781,0
1782,0
1783,0
1780,0
93,0
92,0
94,0
90,0
91,0
428,0
427,0
425,0
429,0
426,0
98,0
96,0
99,0
97,0
95,0
1549,0
1546,0
1548,0
1547,0
1545,0
494,1
492,1
491,0
493,0
490,0
1169,1
1167,1
1166,1
1168,0
1165,0
1934,0
1932,0
1933,0
1931,0
1930,0
437,0
438,0
439,0
435,0
436,0
521,1
523,1
520,0
524,0
522,0
807,1
809,0
806,0
808,0
805,0
388,0
387,0
386,0
389,0
385,0
339,0
338,0
337,0
335,0
336,0
1149,0
1148,0
1147,0
1146,0
1145,0
1461,1
1463,1
1464,0
1460,0
1462,0
282,1
284,1
283,0
281,0
280,0
1419,0
1417,0
1418,0
1416,0
1415,0
1131,1
1132,0
1134,0
1133,0
1130,0
1959,0
1956,0
1957,0
1958,0
1955,0
1127,1
1126,1
1128,0
1125,0
1129,0
1496,0
1498,0
1499,0
1497,0
1495,0
1361,1
1363,1
1364,0
1362,0
1360,0
539,0
537,0
538,0
535,0
536,0
454,0
453,0
451,0
452,0
450,0
1669,0
1666,0
1667,0
1668,0
1665,0
469,0
467,0
468,0
466,0
465,0
789,0
788,0
786,0
785,0
787,0
1674,1
1673,0
1670,0
1672,0
1671,0
1135,0
1138,0
1136,0
1139,0
1137,0
397,0
398,0
399,0
396,0
395,0
456,1
458,1
459,0
457,0
455,0
1346,1
1347,1
1348,0
1349,0
1345,0
1004,0
1001,0
1002,0
1003,0
1000,0
816,0
818,0
819,0
817,0
815,0
716,1
718,0
717,0
719,0
715,0
1218,0
1217,0
1216,0
1219,0
1215,0
1382,0
1384,0
1383,0
1381,0
1380,0
755,0
756,0
758,0
757,0
759,0
1827,1
1829,0
1826,0
1828,0
1825,0
1767,1
1769,0
1768,0
1765,0
1766,0
628,0
629,0
626,0
625,0
627,0
638,1
639,0
636,0
635,0
637,0
509,0
506,0
505,0
508,0
507,0
1902,0
1904,0
1903,0
1900,0
1901,0
1282,1
1283,1
1281,1
1280,0
1284,0
656,1
657,1
659,0
658,0
655,0
1502,1
1504,1
1501,1
1500,0
1503,0
