item,truth
33497,3
33549,1
33608,1
33610,3
33630,3
33642,3
33933,0
33984,1
34009,0
34022,2
34387,3
34392,1
34465,3
34491,1
34527,3
34529,1
34535,1
34587,1
34626,3
34743,0
34779,2
34819,4
35020,1
35082,2
35123,1
35323,4
35362,3
35517,0
35519,0
35595,1
35670,0
35890,1
36075,3
36090,1
36364,1
36415,0
36421,3
36467,2
36534,2
36621,0
36666,3
36756,3
36779,2
36896,0
36941,1
36980,2
37115,3
37172,1
37234,2
37332,2
37382,1
37454,3
37606,2
37757,0
37783,1
37897,1
37935,3
38245,2
38871,2
38965,3
39677,1
39723,2
39782,3
39853,0
40062,1
40326,3
40328,3
40425,3
40529,3
40554,0
40697,0
40773,1
41060,1
41075,0
41108,0
41193,1
41351,3
41380,1
41403,1
41407,1
41424,2
41538,3
41617,0
41800,3
41877,2
41929,0
41936,0
42062,4
42100,0
42156,2
42207,2
42331,3
42380,3
42404,0
42545,3
42549,2
42563,3
43134,1
43192,0
43308,3
43335,0
43348,3
43357,2
43404,0
43525,0
43606,1
43654,1
43770,1
43790,0
43861,2
44045,1
44068,1
44069,3
44136,0
44204,0
44472,0
44720,1
45079,3
45163,3
45199,3
45274,2
45378,1
45419,1
45432,2
45715,3
45832,0
45879,3
45914,3
45978,3
46052,2
46109,1
46174,1
46302,2
46365,3
46654,1
46694,0
46733,3
46737,2
46844,1
47085,3
47230,0
47275,3
47450,3
47529,0
47630,0
47706,1
47727,3
47736,3
47973,1
48115,3
48292,1
48480,0
48695,2
48722,0
48797,1
48890,3
48914,0
49071,1
49072,0
49087,3
49124,0
49300,3
49317,3
49490,2
49615,2
49660,2
49661,1
49706,2
49707,1
50107,3
50259,3
50313,1
50344,1
50397,1
50464,2
50652,4
50714,0
51042,0
51091,0
51233,2
51343,2
51390,4
51589,3
51600,0
51614,3
51663,0
51664,3
51699,4
51723,1
51779,2
51832,0
51893,0
51897,2
51915,2
51916,1
51961,2
52242,3
52327,0
52369,3
52482,2
52601,1
52657,2
52716,2
52773,1
52846,2
52889,1
53379,2
53431,0
53471,0
53515,1
53692,1
53956,3
53990,2
54013,1
54150,0
54261,1
54288,3
54406,3
54421,2
54536,3
54560,1
54588,3
54721,1
54734,2
55002,0
55034,0
55080,0
55215,3
55326,0
55350,3
55577,2
55739,0
55974,3
56037,0
56158,3
56200,0
56226,1
56258,3
56281,3
56678,0
56688,2
56982,3
57142,2
57199,2
57253,1
57506,3
57518,1
57698,4
57702,0
57833,1
57896,0
57956,2
57974,2
58027,3
58103,2
58111,0
58120,1
58141,3
58171,0
58338,0
58385,2
58521,3
58588,1
58670,0
58674,0
58679,4
58692,1
58707,1
58835,0
58899,0
59006,3
59268,3
59330,3
59457,0
59510,1
59958,3
60004,4
60290,1
60430,3
60668,1
60731,2
60797,0
60825,0
60834,3
60897,3
60998,0
61032,1
61130,3
61151,3
61459,0
61619,3
61676,1
61818,3
61861,3
61927,0
61968,1
62201,3
62339,0
62654,0
62723,2
62776,3
62956,2
63067,1
63173,2
63235,0
63261,3
63404,3
63629,0
63643,3
63837,3
64190,0
64207,3
64245,3
64310,3
64316,0
64612,3
64761,2
64870,3
64970,3
64984,1
65015,1
65151,1
65183,3
65308,1
65448,0
65533,1
65560,3
65710,3
65723,3
65724,0
65788,0
65789,0
65826,0
65884,3
66080,0
66252,0
66366,0
66374,1
66389,1
66496,2
66532,2
66564,0
66585,3
66757,1
66808,1
66916,1
66926,0
66966,2
66987,3
67318,3
67352,1
67373,3
67495,2
67500,0
67558,1
67626,0
67686,2
67799,2
67848,3
67872,3
68002,3
68104,0
68225,3
68445,3
68460,1
68469,2
68537,3
68572,1
68578,3
68600,3
68738,0
68993,3
69012,2
69115,1
69268,3
69275,2
69299,0
69380,1
69460,0
69614,1
69771,1
69819,3
69849,0
69862,1
69866,2
69870,0
69951,0
70127,3
70251,3
70325,3
70554,1
70973,1
71227,2
71283,1
71562,2
71823,3
71855,1
71877,1
72039,2
72047,2
72131,1
72179,0
72259,3
72266,3
72522,1
72609,2
72615,3
72676,3
72771,0
72906,3
72961,2
72973,3
72980,1
73027,0
73152,3
73194,2
73337,1
73379,3
73471,0
73519,2
73520,2
73808,3
73841,0
73863,1
73981,3
74029,1
74098,1
74548,3
74617,2
74674,1
74754,0
75188,2
75203,1
75274,3
75279,3
75390,1
75408,2
75426,3
75429,0
75442,2
75589,2
75633,2
75650,3
75917,1
75951,3
76062,3
76392,1
76439,1
76712,3
76783,3
76895,4
77209,4
77313,3
77323,3
77900,3
77961,3
78365,0
78592,0
78701,3
78992,0
79005,2
79007,2
79209,1
79296,2
79671,0
79715,3
79720,3
79823,4
80016,0
80022,3
80025,3
80033,3
80058,2
80111,3
80132,3
80157,2
80234,3
80667,1
80784,0
80904,0
80945,1
80959,2
81030,3
81032,1
81037,0
81090,2
81204,1
81209,3
81282,0
81306,2
81984,3
82074,1
82104,1
82135,2
82144,2
82296,0
82461,1
82483,0
82542,1
82664,3
82757,1
82859,2
83020,0
83084,0
83126,0
83182,2
83228,0
83244,3
83629,0
83639,1
83729,3
83915,2
83938,3
83941,3
84009,3
84029,2
84056,1
84088,1
84245,3
84334,3
84385,3
84509,3
84647,1
84662,3
84704,1
84912,4
85313,3
85341,1
85397,1
85523,0
85653,3
85689,1
85758,0
85767,0
85828,1
85833,1
85960,1
86044,1
86198,0
86322,1
86385,0
86517,0
86680,2
86926,3
86984,1
87001,2
87057,0
87142,1
87162,3
87180,4
87299,1
87608,3
87639,0
87712,3
87801,0
87993,0
88107,2
89019,1
89027,1
89038,0
89042,3
89126,3
89180,3
89272,3
89294,3
89333,1
89421,1
89436,3
89755,3
89922,1
90126,1
90130,3
90386,1
90458,3
90494,1
90498,1
90503,3
90527,3
90595,0
90876,3
90941,3
90948,3
90956,0
91072,1
91114,1
91132,3
91309,3
91334,3
91336,0
91410,1
91750,3
91823,1
91914,0
91935,1
92048,1
92098,1
92334,0
92382,2
92470,0
92543,3
92551,1
92691,1
92889,3
92913,1
92920,0
93106,2
93145,2
93261,3
93406,0
93486,1
93550,1
93658,0
93711,0
93716,2
93733,3
93784,0
94086,2
94088,1
94190,0
94248,2
94346,3
94365,1
94497,3
94657,1
94716,0
94745,1
94787,1
94976,1
95013,2
95035,1
95107,0
95211,0
95263,1
95286,0
95367,0
95756,0
95763,2
95822,3
95935,0
96074,2
96201,1
96321,2
96468,1
96627,0
96676,0
96696,3
96729,0
96807,1
97054,0
97202,3
97211,0
97225,3
97305,3
97433,1
97464,1
97673,0
97688,3
97722,0
97933,3
97989,1
98148,1
98189,0
98226,3
98424,0
98510,3
98518,1
98581,0
98767,4
98819,3
98875,0
